Date,$NDX,$SPX,BTC-USD,AGG,AIEQ,CEF-TC,CEW,CGL.C-TC,CGL-TC,DBA,DBP,EMXC,ETHE,ETHR-TC,FBTC,FBTC-TC,GBTC,GLD,GVIP,HDV,IAU,IBIT,IDEV,IEF,IGBH,IVE,IWM,IYM,IYR,LQDH,MTUM,OEF,PHDG,PICK,QUAL,REZ,SFYF,SLV,SPMO,TIP,TLT,VFMO,VFV-TC,VNQ,VXF,XBB-TC,XBM-TC,XEC-TC,XEF-TC,XFH-TC,XGB-TC,XIC-TC,XIN-TC,XLB,XLB-TC,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XRB-TC,XRE-TC,XSP-TC,XUH-TC,XUS-TC,XUU-TC,ZROZ
3/28/2025,0.2789,0.2129,0.559,0.0448,0.2737,0.1554,0.0629,0.1422,0.1297,0.1108,0.1417,0.1639,0.7435,0.7322,0.5574,0.5299,0.5599,0.1286,0.317,0.1277,0.1289,0.5599,0.1677,0.0593,0.0526,0.1575,0.2345,0.1934,0.1868,0.0366,0.315,0.2325,0.0812,0.2655,0.2013,0.1826,0.3844,0.2195,0.2591,0.0494,0.1162,0.3353,0.1989,0.1976,0.2779,0.0636,0.3647,0.1585,0.1447,0.1513,0.0674,0.173,0.158,0.1831,0.1178,0.2265,0.2165,0.2229,0.201,0.3046,0.1587,0.1832,0.1724,0.1172,0.2991,0.1079,0.131,0.2137,0.2196,0.199,0.2079,0.1955
